projectID,acronym,title,objective,frameworkProgramme,ecMaxContribution
766884,ORCHID,Organ on Chip in Development,"Organ-on-chip technology will revolutionize the healthcare domain by offering new and ground breaking solutions to different industries and especially for regenerative medicine and medication.
ORgan-on-Chip In Development (ORCHID) will create a roadmap for organ-on-chip technology and the framework to build a network of relevant stakeholders. ORCHID will achieve this through 5 objectives: (i) evaluation of the technology (state of the art and unmet needs), (ii) identification of ethical issues, establishing standards and identifying measures for regulatory implementation, (iii) analysis of economic and societal impact, training and education, (iv) developing a roadmap which will guide the required R&D efforts and (v) raising awareness and building the ecosystem for organ-on-chip technology through a digital reference platform .
ORCHID will have a broad impact: it will facilitate  drug development,  contribute significantly to reducing animal experiments and help in developing personalized medicine. ORCHID will achieve these goals by providing a framework to the main stakeholders, bringing together key players and raising awareness on organ-on-chip technology throughout Europe. The digital platform will gather all information on existing and new initiatives in the field. In this way ORCHID as a whole will secure and reinforce Europe’s leadership on organ-on-chip.
The consortium is composed of the main contributors to the field who are all very experienced and who will strongly collaborate with each other. Leiden University Medical Centrum (LUMC) will lead the consortium, the Institute for human Organ and Disease model (hDMT) will focus on the strategy and the roadmap, Fraunhofer IGB on impact assessment, CEA Leti on eco-system development and the digital platform, IMEC on the ethical aspects, regulation and standardization and the University of Zaragoza will lead dissemination. ORCHID will install an Advisory Board composed of complementary specialists in the field.",H2020,520472.5
767309,SilkFUSION,"Genetically engineered human pluripotent stem cells, functionalized silk-fibroin platforms and bio-inks: a novel solution for large-scale ex-vivo platelet production, transfusion and drug research","""The demand for human platelets (plts) for medical research and clinical applications is massive. The primary goal of SilkFUSION is to engineer groundbreaking 3D nanotechnologies for large-scale production of blood plts for human transfusion from human pluripotent stem cells (hPSCs). Our hypothesis is that plt production ex-vivo can be optimized by providing megakaryocytes (Mks) with the correct physical and biochemical environment.

To prove this, we will develop a unique technological platform by engineering non-thrombogenic silk-fibroin biomaterial with proteins, that were proven to promote a 55-fold gain in plt production, to create a three-dimensional ex-vivo bone marrow model that will enhance plt release from Mks derived from hPSCs. Our platform will include (i) novel applications to study pathogenetic mechanisms in patients with inherited platelet production disorders using genetically modified hPSCs; (ii) screening technology for predicting therapeutic efficacy of drugs for thrombocytopenic patients. The development of this technology will exploit an extremely innovative approach using silk-fibroin as a bio-ink for 3D printing a """"live chip"""" containing viable Mks for reproducible drug testing. 

Our long-term vision is to foster the production of plts in-vitro for clinical transfusions in humans at a scale and cost that will address current supply challenges regarding (i) immunologically matched products to alloimmunised patients; (ii) “supercharged” platelets with recombinant FVIIa generating plts specifically suited for patients with acute haemorrhage resulting from trauma, surgery and wounded in conflict zones. The successful development and distribution of the SilkFUSION platforms will also offer researchers and clinicians specialized precision instruments and bio-ink kits for determining the safety and efficacy of drugs, reducing costs of ineffective therapies while promoting affordable functional strategies for the development of novel molecules.""",H2020,2998500
768299,MetaTox-HS,Advanced Solutions for High Sensitivity Metabolism and Toxicity Assays,"""Drug failure and high development cost (est. €2.3bn/new drug) has driven enormous growth in market need for scientific tests and models of disease, for researchers in academia, institutions and the pharmaceutical industry, that better translate from the bench (in vitro) to the bedside (in vivo). Critical tests are either not available, or only available on a few large, expensive dedicated instruments. 

Luxcel Biosciences Ltd (LUX) has prototyped innovation that can now bring these high performance tests, to all laboratory scientists, for use on standard laboratory instrumentation already available in est. 20,000 labs (fluorescence plate reader), without requirement for CapEx. 

LUX’s business innovation solution is a platform of low cost, flexible, easy to use and accessible in vitro cell metabolism and toxicity test kits and consumable products (MitoXpress UHS® and dOxycheck™) made possible through innovative synergy of LUX’s fluorescence nanosensor technology, together with advanced polymer microfabrication and electronic engineering. 

MetaTox-HS project, completes the final stages of development, verification, pilot process and manufacturing readiness, together with dissemination and exploitation activities, to bring the full product solution to market and secures EU based revenue and job creation; 13 new jobs and €14.5m cum turnover by 2023, consolidating LUXCEL’s EU position (2 YR), and ambition to become a serious #2 challenger in this est. €320m accessible US and global market (5 YR), currently dominated by US businesses.

Proposal previously submitted Oct ’16, scoring highly, passing all three criteria. Following a full commercial review LUXCEL has taken a sole beneficiary role, with key enabling technology provided through 3rd party sub-contract. A full re-write highlights: clear product components, demonstrated proof-of-concept, well-defined market opportunity and strong commercial plan to boost growth.
""",H2020,1028533.63
768929,CellPrintArray,CellPrintArray – on-demand nano-scale printing of live cells and compounds for miniaturized cell screening applications,"The goal of this ERC-PoC project is to develop a prototype system that will enable the addition of libraries of drugs and biochemical molecules, reagents and cells from a 96 source plate directly to individual compartments of the target Droplet Microarray (DMA). The system should have controlled atmosphere (CO2, humidity, temperature) and should allow for dispensing controlled volumes (3-500 nL per experiment) and cell numbers (1-100 per experiment) into individual droplets. We aim to create and evaluate this system for applications commonly performed in pharmaceutical companies and screening centers to enable them to perform miniaturized and more predictive high throughput screenings using physiologically relevant cells such as primary cells, stem cells, biopsy-derived cells and other scarce cell types. The system should allow high-throughput screenings with patient derived cells and therefore will open new possibilities in drug discovery and personalized medicine.",H2020,150000
771059,SysOrganoid,A systems biology approach to investigate cell fate switches in intestinal organoids,"Mass spectrometry-based proteomics and next generation DNA sequencing emerged as two powerful and complementary technologies in biology. I was the first to integrate these technologies in the area of epigenetics to identify and functionally characterize proteins that interact with post-translational modifications on histones and (hydroxy)methylated DNA (so-called chromatin ‘readers’). My pioneering work revealed that an intricate networks of transcription factors, chromatin modifications and chromatin readers orchestrate dynamic gene expression programs during embryonic stem cell differentiation. The next big challenge is to understand the molecular mechanisms, which help to control maintenance and differentiation of adult stem cells as an integral part of an organ. Intestinal organoid cultures recently emerged as a paradigm to study adult stem cell maintenance and differentiation. These ‘miniguts’ can be cultured in vitro and contain all the different cell types that are present in the mouse small intestinal epithelium. Recently it was shown that small-molecule driven perturbations can be used to obtain organoids which are strongly enriched for specific intestinal cell types. This system thus provides a perfect opportunity to study for the first time and in a controlled manner, adult stem cell maintenance and (de)differentiation. Using small molecule-driven perturbations and a unique combination of ‘omics’ technologies, which are embedded in my department, I will provide a systems-wide view of the molecular (epigenetic) mechanisms that orchestrate cell fate changes in intestinal organoids. This integrative approach will identify the major regulatory networks that define the remarkable cellular plasticity of the mouse small intestinal epithelium. Beyond this basic scientific goal, our work will also have profound implications for cancer research and regenerative medicine, both of which are characterized by changes in adult stem cell homeostasis.",H2020,2000000
772168,BIORECAR,Direct cell reprogramming therapy in myocardial regeneration through an engineered multifunctional platform integrating biochemical instructive cues,"In BIORECAR I will develop a new breakthrough multifunctional biomaterial-based platform for myocardial regeneration after myocardial infarction, provided with biochemical cues able to enhance the direct reprogramming of human cardiac fibroblasts into functional cardiomyocytes.
My expertise in bioartificial materials and biomimetic scaffolds and the versatile chemistry of polyurethanes will be the key elements to achieve a significant knowledge and technological advancement in cell reprogramming therapy, opening the way to the future translation of the therapy into the clinics.
I will implement this advanced approach through the design of a novel 3D in vitro tissue-engineered model of human cardiac fibrotic tissue, as a tool for testing and validation, to maximise research efforts and reduce animal tests.
I will adapt novel nanomedicine approaches I have recently developed for drug release to design innovative cell-friendly and efficient polyurethane nanoparticles for targeted reprogramming of cardiac fibroblasts.
I will design an injectable bioartificial hydrogel based on a blend of a thermosensitive polyurethane and a natural component selected among a novel cell-secreted natural polymer mixture (“biomatrix”) recapitulating the complexity of cardiac extracellular matrix or one of its main protein constituents. Such multifunctional hydrogel will deliver in situ agents stimulating recruitment of cardiac fibroblasts together with the nanoparticles loaded with reprogramming therapeutics, and will provide biochemical signalling to stimulate efficient conversion of fibroblasts into mature cardiomyocytes.
First-in-field biomaterials-based innovations introduced by BIORECAR will enable more effective regeneration of functional myocardial tissue respect to state-of-the art approaches. BIORECAR innovation is multidisciplinary in nature and will be accelerated towards future clinical translation through my clinical, scientific and industrial collaborations.",H2020,2000000
772418,INSITE,Development and use of an integrated in silico-in vitro mesofluidics system for tissue engineering,"Tissue Engineering (TE) refers to the branch of medicine that aims to replace or regenerate functional tissue or organs using man-made living implants. As the field is moving towards more complex TE constructs with sophisticated functionalities, there is a lack of dedicated in vitro devices that allow testing the response of the complex construct as a whole, prior to implantation.  Additionally, the knowledge accumulated from mechanistic and empirical in vitro and in vivo studies is often underused in the development of novel constructs due to a lack of integration of all the data in a single, in silico, platform.

The INSITE project aims to address both challenges by developing a new mesofluidics set-up for in vitro testing of TE constructs and by developing dedicated multiscale and multiphysics models that aggregate the available data and use these to design complex constructs and proper mesofluidics settings for in vitro testing. The combination of these in silico and in vitro approaches will lead to an integrated knowledge-rich mesofluidics system that provides an in vivo-like time-varying in vitro environment. The system will emulate the in vivo environment present at the (early) stages of bone regeneration including the vascularization process and the innate immune response. A proof of concept will be delivered for complex TE constructs for large bone defects and infected fractures. 

To realize this project, the applicant can draw on her well-published track record and extensive network in the fields of in silico medicine and skeletal TE. If successful, INSITE will generate a shift from in vivo to in vitro work and hence a transformation of the classical R&D pipeline. Using this system will allow for a maximum of relevant in vitro research prior to the in vivo phase, which is highly needed in academia and industry with the increasing ethical (3R), financial and regulatory constraints.",H2020,2161750
773181,iPS-ChOp-AF,"Combining induced pluripotent stem cells, tissue engineering, optogenetic and chemogenetic concepts for the study and treatment of atrial fibrillation","""Cardiac arrhythmias are responsible for significant morbidity and mortality. However, the study and treatment of these rhythm disorders have been hampered by the lack of relevant human cardiac tissue models, specifically those reflecting patient/disease-specific abnormalities, by paucity of methods for long-term electrophysiological analysis of the tissue, and by the inability to perform targeted, high-resolution, reversible, and functional perturbations of the system. 
To address these challenges, we propose to combine human induced pluripotent stem cells (hiPSC) and genome-editing (CRISPR) technologies, developmental biology-inspired differentiating systems that yield chamber-specific heart cells, novel tissue engineering strategies, and emerging concepts from the fields of optogenetics and chemogenetics. The resulting experimental models should represent a paradigm shift in the way we study and treat cardiac arrhythmias. To demonstrate the unique potential of this approach, we plan to focus on atrial fibrillation (AF), the most common arrhythmia. 
Our specific aims are to:
1.  Develop patient/disease-specific hiPSC models of genetic AF and to establish hiPSC differentiation protocols to yield purified atrial cells  
2.  Utilize the hiPSC-atrial cells and advanced tissue-engineering strategies (hydrogels, 3D printing, decellularization) to establish 2D cell-sheet and 3D tissue models of acquired and inherited AF, in which functional re-entry (""""rotors"""") can be studied  
3.  Utilize tools from optogenetics (light-sensitive ion channels and pumps) or chemogenetics (ligand-specific engineered receptors) for targeted manipulation of the system, to gain insights into AF pathogenesis and to develop novel therapies
4. Evaluate the developed optogenetic and chemogenetic treatments in animal models of AF 
The results of this project should provide novel mechanistic insights into AF (and other arrhythmias) and open the road for the development of novel therapeutic paradigms.""",H2020,1988750
773750,Genome Biologics,Reducing the cost and increasing the speed of preclinical research in the pharmaceutical industry,"Genome Biologics’ novel drug discovery platform addresses the inefficiencies in pre-clinical studies with a unique combination of genomics, molecular science and big data analytics. Using patented single cell transgenic technology, the platform can express 50 different genes in a single animal in 6-8 weeks. This breakthrough approach reduces pre-clinical study time and costs by a factor of 10x, allowing pharmaceuticals companies to bring drug candidates to the stage of human trials in 3-6 months instead of 7-10 years. This drastic cost and time reduction will make it economically possible for pharmaceutical companies to bring affordable and effective treatments for rare diseases, as well as (non-orphan) non-communicable diseases, such as cardiovascular diseases, cancers, chronic respiratory diseases and diabetes, which carry an increasing burden for healthcare systems treating an ageing population. 
The novel platform also brings a step-change in transgenic animal models: 50-100x less animals are required to generate a reliable model, which reduces drastically the number of animals required in pre-clinical studies and the related ethical burden for pharmaceuticals companies. 
The solution uses a patent protected DNA/RNA adeno-associated virus technology that enables testing of up to 50 disease-related genes in a target tissue of interest simultaneously, while at the same time ensuring that each of the cells expresses only a single gene. The technology is addressing a market where pharmaceutical companies currently spend €1Bn per year on animal models. We will interview 40 target customers in phase 1 in order to validate the market potential of the solution, and confirm our initial willingness to pay analysis. We will also identify technical improvement areas and define a go to market plan.",H2020,50000
777072,INSIST,IN-Silico trials for treatment of acute Ischemic STroke,"Stroke is the number one cause of disability in the Western world and the 3rd most common cause of death. Despite new treatment options with intra-arterial thrombectomy, still 2 out of 3 patients still have a poor outcome. The main goal of INSIST is to advance treatments of ischemic stroke and its introduction in clinical practice by realizing in silico clinical stroke trials in which stroke and treatment are modeled. We will generate virtual populations of stroke patients, generate and validate in silico models for intra-arterial thrombectomy, thrombosis and thrombolysis, and microvascular perfusion and neurological deterioration after stroke, and integrate the in silico models to realize an in silico clinical stroke trial. We are uniquely positioned by the availability of a large pool of clinical, imaging, histopathological, and outcome data from multiple recently finalized stroke trials, a large registry (totaling 4500 patients), and new trials that will start later this year (totaling 2500 patients). We will build a population model that takes this input to generate virtual populations of stroke patients addressing the wide variety of patient characteristics. We will build on existing and emerging in silico models to validate reusable models for stroke and stroke treatment with a strong interaction with experimenting modeling in laboratories. The in silico models and virtual populations will be combined to simulate clinical trials and validated by simulating and comparing finalized and currently running trials. The in silico models will be used to simulate clinical trials to evaluate effectiveness and safety of novel devices and medication, both for the device as well as the pharmacological industry. For the device industry, we will evaluate the optimal configuration of thrombectomy stents for reduction of thrombus fragmentation. From the perspective of the pharmacy industry, we will simulate the effect of increased TAFIa on the effectiveness of alteplase.",H2020,5250675
777111,REPO-TRIAL,An in silico-based approach to improve the efficacy and precision of drug REPurpOsing TRIALs for a mechanism-based patient cohort with predominant cerebro-cardiovascular phenotypes,"Our programme will develop an innovative in-silico based approach to improve the efficacy and precision of drug repurposing trials. We have chosen drug repurposing as it has the shortest time for clinical validation and translation. Validation of all putatively de novo discovered drug repositionings within the time-frame of this programme would be unrealistic. To improve efficacy and precision, and to adopt our computer simulation parameters and models, we choose a systems medicine based in-silico approach that identifies mechanistically related disease phenotypes and, as a result,  a virtual patient cohort. We then validate this in-silico drug repurposing via high precision clinical trials in patients with cerebro-cardiovascular phenotypes stratified using an exclusive mechanistic biomarker panel. We thus innovate two biomedical product classes, drugs and diagnostics. With this we will establish generally applicable in silico trials for other mechanistically related or defined disease phenotypes, for which size, duration, and risks will be reduced and precision increased. This generates rapid patient benefit, reduces drug development costs as well as risks, and enhances industrial competitiveness. Scientifically, we will contribute to reducing the uncertainty and vagueness of many of our current disease definitions that describe a symptom or apparent phenotype in an organ rather than defining diseases mechanistically as disturbance of self-regulation equilibria of biomolecular processes. Finally, we will reduce animal experimentation and animal numbers in general by applying a preclinical randomised confirmatory trial (pRCTs) concept and preclinical systematic reviews and meta-analyses facilitated by our open access pre-clinicaltrials.org platform, a pendant to clinicaltrials.gov.",H2020,5536772.5
777119,InSilc,"InSilc: In-silico trials for drug-eluting BVS design, development and evaluation","The aim of InSilc is to develop an in-silico clinical trial (ISCT) platform for designing, developing and assessing drug-eluting bioresorbable vascular scaffolds (BVS), by building on the comprehensive biological and biomedical knowledge and advanced modelling approaches to simulate their implantation performance in the individual cardiovascular physiology. The InSilc platform is based on the extension of existing multidisciplinary and multiscale models for simulating the drug-eluting BVS mechanical behaviour, the deployment and degradation, the fluid dynamics in the micro- and macroscale, and the myocardial perfusion, for predicting its interaction with the vascular wall in the short- and medium/long term. InSilc goes beyond the design and development of ISCT and lays on the generation of in-silico models for obtaining quick and informed answers to several “What if” scenarios. “Virtual” patients would be given a “virtual” drug-eluting BVS, for observing the performance of the scaffold, assess and quantify the intended effect, with a deeper understanding than normal trials can provide. By integrating the information obtained from different in-silico predictive models, InSilc will: (i) assist in the development, assessment and optimization of the drug-eluting BVS and deliver accurate and reliable information to the Stent Biomedical Industry, (ii) assist the interventional Cardiologists in improving the surgical process of drug-eluting BVS implantation, support them in the clinical assessment and reduce the complications of suboptimal scaffold performance. By introducing computer simulations for establishing the safety and efficacy of drug-eluting BVS, InSilc aims to lower development costs and shorten time-to-market, reduce, refine, and partially replace human clinical trials through a more effective human clinical trials design, reduce the need for animal testing and result in a significant reduction of the associated direct and indirect costs.",H2020,5839656.25
777123,STriTuVaD,In Silico Trial for Tuberculosis Vaccine Development,"Tuberculosis (TB) one of the world’s deadliest diseases: one third of the world’s population, mostly in developing countries, is infected with TB. But TB is becoming again very dangerous also for developed countries, due to the increased mobility of the world population, and the appearance of several new bacterial strains that are multi-drug resistant (MDR). There is now a growing awareness that TB can be effectively fought only working globally, starting from countries like India, where the infection is endemic. Once a person present the active disease, the most critical issue is the current duration of the therapy, because of the high costs it involved, the increased chances of non-compliance (which increase the probability of developing an MDR strain), and the time the patient is still infectious to others.  One exciting possibility to shorten the duration of the therapy are new host-reaction therapies (HRT) as a coadjuvant of the antibiotic therapy.  The endpoints in the clinical trials for HRTs are time to inactivation, and incidence of recurrence.  While for the first it is in some cases possible to have a statistically powered evidence for efficacy in a phase II clinical trial, recurrence almost always require a phase III clinical trial with thousands of patients involved, and huge costs. In the STriTuVaD project we will extend our Universal Immune System Simulator to include all relevant determinants of such clinical trial, establish its predictive accuracy against the individual patients recruited in the trial, use it to generate virtual patients and predict their response to the HRT being tested, and combine them to the observations made on physical patients using a new in silico-augmented clinical trial approach that uses a Bayesian adaptive design. This approach, where found effective could drastically reduce the cost of innovation in this critical sector of public healthcare.",H2020,4549527.5
777365,eTRANSAFE,Enhacing TRANslational SAFEty Assessment through Integrative Knowledge Management,"Drug safety assessment is a knowledge-intensive process that demands advancement in data handling methods and tools for facilitating data sharing, mining, analysis and predictive modelling. This need is not restricted to any specific type of data and real advancement requires integrating information of different types and from different sources (e.g. publicly available biomedical knowledge, proprietary preclinical and clinical data, evidence from post-marketing studies) for addressing drug safety assessment from a holistic perspective.

The eTRANSAFE project will address these needs by developing a powerful data integration infrastructure (Knowledge Hub) and a collection of computational tools (exploitation modules) for making optimal use of these data. The proposed system will be a flexible and expandable framework, built on previous experience and applying state-of-the-art methods and technologies for providing the most advanced solutions for data sharing, interoperability and exploitation. An experienced honest broker will guarantee the confidentiality of any proprietary data. The project will develop in silico tools for data mining, visualisation, and prediction of potential toxicity, with specific attention to the assessment of the preclinical to clinical predictivity and the discovery of safety biomarkers. The CDISC-SEND format will be supported, facilitating the preparation of regulatory-compliant documentation. This infrastructure will be underpinned by development of open standards and guidelines recognised by regulatory agencies and international organisations.

The eTRANSAFE consortium brings together 13 organizations that mobilize an unprecedented capacity and resources, uniquely placed to leverage the experience of eTOX and other EU projects and initiatives. The project partners are six prestigious academic institutions, six highly skilled small-medium enterprises (SME) and one European infrastructure (ELIXIR), bringing in this way a perfect balance.",H2020,20000000
778078,REMIX,Regenerative Medicine Innovation Crossing - Research and Innovation Staff Exchange in Regenerative Medicine,"Natural materials in biomedical field are investigated for clinical use, as materials for the fabrication of biomedical prostheses, for the stimulation of regenerative medicine patterns, or as carriers for drug release, and have acquired increasing relevance in the past years, being recognized their intrinsic bioactive properties and the possibility to repair and overcome diseases with the use of Tissue Engineering and Regenerative Medicine (TERM) based procedures.
Different kinds of natural materials like silks from silkworms, chitins and chitosan from crustacean, corals, collagen from marine organisms, polymers derived from plants or algae have found or are investigated for clinical use.
Research activities will be directed to the exploitation and validation of natural materials for tissue engineering applications.
The exchange of faculties and researchers aims also at comparing methods, regulations, procedures, good practices and methodologies with the goal of establishing a consensus on the use of in vitro experiments for the validation of materials, the possibility of building in vitro models for the investigation and the reduction of animal testing, and the use of in vitro technologies for the construction of 3D predictive models to be used for the evaluation of biocompatibility of materials, efficacy of regenerative process and drugs efficiency without earlier use of animal testings, and to model disease progress and mechanisms (e.g. tumor models).
The involved institutions have a proven excellence in the area covered by this proposal, and scientific collaborations already exist among their scientists. Besides, the two EU partners are members of the European Institute on Regenerative Medicine, with a dense network of collaborations all over the world.
The exchange of researchers and the organization of joint networking activities will facilitate the know how circulation, alignment of procedures and the involvement of a broader industrial community.",H2020,670500
778354,CISTEM,Heart On chip based on induced pluripotent Stem cell Technology for personalized Medicine,"Many rare diseases cause chronic health problems or are even life-threatening. The impact on the quality of life of affected patients, of whom many are children, is significant.  To date, a limited but increasing number of so-called orphan drugs (drugs for rare diseases) are reaching patients. However, the majority of rare diseases are still without any effective treatment. The development of novel human systems for drug discovery  therefore represents a major public health priority. Microfluidic technology-based “Organs-on-a-chip” represents a powerful tool for investigating rare disease mechanisms and testing new drug and treatment due to their ability to mimic tailored micro-environment architecture inspired by organ-level functions in vivo. However, due to the variability in rare disease mechanisms from one patient to another, organ on chip technology needs to be more precise and to convey towards personalized medicine. The human-induced pluripotent stem cells (iPSCs) have a strong potential in engineering organ-on-a-chip since they are derived in a patient-matched manner which makes them a superb source to construct human models for personalized drug screening as well as for understanding patient-specific fundamentals of diseases. To provide novel miniaturized platform for investigation of rare diseases able to address the burning issues in precision medicine today, CISTEM will bring together and synergistically several highly promising research directions which are too often investigated separately at the academic level but also at the industrial level. Based on 4 work packages, the CISTEM RISE project will be implemented by exploiting the complementary expertise of its partners and creating synergies between them through the targeted secondments of staff.",H2020,364500
779751,INVICTUS,IN VItro Cavitation Through UltraSound,"Disorders of the central nervous system (CNS) contribute almost 800 billion euros in annual European healthcare costs. New compounds, effective in animal models, hardly work in humans, mostly due to the inability to cross the Brain Blood Barrier (BBB). In these conditions cost-effective tools to alter BBB and, more generally, endothelial layer permeability is desirable before proceeding to expensive and time-consuming animal studies. INVICTUS (IN VItro Cavitation Through UltraSound) originates within the ERC-AdG project Bubbles from Inception to Collapse (BIC) and concerns the development of a biomimetic micro-fluidic platform to be made turnkey available to biologists, clinicians and pharmacologists. The integrated platform exploits endothelial layer permeability enhancement by cavitation bubbles and provides an integrated, low cost platform to develop cavitation enhanced drug delivery under well controlled and reproducible conditions. Its potential is significant, given the well known societal and economical impact of degenerative diseases and the enormous investment and the long times of pre-clinical trials, as confirmed by a leading company operating in the field. Limiting/avoiding animal experimentation has an evident ethical impact and is associated with substantial economic savings and organisational simplification. In few words, micro-bubbles injected into the bloodstream undergo volume oscillations under localised ultrasound irradiation, with local reversible permeability enhancement of the endothelium. Already pursed in in vivo animal models, this approach is extended here to a high-fidelity, in vitro biomimetic device that will bring to market new crucial features such as the three-dimensional geometry of realistic-size vascular channels featuring an actual endothelial barrier, the correct perfusion rate, the appropriate physiological shear stress exerted on the endothelial cells and the ability to reproduce biochemical interactions between different, healthy and diseased, tissues.",H2020,150000
788381,BIOCARD,Deep BIOmodeling of human CARDiogenesis,"The heart is one of the first and most complex organs formed during human embryogenesis. While its anatomy and physiology have been extensively studied over centuries, the normal development of human heart and dysregulation in disease still remain poorly understood at the molecular/cellular level. Stem cell technologies hold promise for modelling development, analysing disease mechanisms, and developing potential therapies. By combining multidisciplinary approaches centred on human induced pluripotent stem cells (hiPSCs), BIOCARD aims at decoding the cellular and molecular principles of human cardiogenesis and developing advanced inter-chimeric human-pig models of cardiac development and disease. State-of-the-art genetic modification techniques and functional genomics will be used to establish a molecular atlas of cell type intermediates of human cardiogenesis in vitro and unravel how their proliferation, differentiation and lineage choice are regulated in health and disease. This in vitro approach will be complemented by detailed analyses of how distinct hiPSC-derived cardiac progenitor populations commit and contribute to specific cardiac compartments in interspecies chimeric hearts in vivo. Finally, we will capitalize on the novel concept that combinations of different well-defined hiPSC-derived cardiac progenitor pools with timely-matched, native extracellular matrix from embryonic hearts will accomplish for the first time the realization of human heart organoids as 3D culture systems of developing heart structures. Clearly, BIOCARD will open game-changing opportunities for devising novel biomedical applications, such as human heart chamber-specific disease modelling, large-scale drug testing in appropriate human 3D cardiac bio-mimics, and regenerative cell therapies based on functional ventricular-muscle patches and direct cell conversion in vivo.",H2020,2285625
789760,MicroBone,Novel 3D platforms to engineer bone microtissues for in vitro disease models,"Osteosarcoma is a rare but devastating bone tumour that mainly affects children, adolescents and elderly. This type of tumour is very resistant to therapy, being thus urgent to find new effective treatments. In vitro tumour models can recapitulate many aspects of the natural tumour environment, and could be used to improve the predictive value of the effect of anticancer drug candidates. The aim of MicroBone is the development of biological relevant spherical-based 3D disease models that could be used as an enabling tool for personalized and precision drug discovery, increasing our understanding of the mechanisms behind bone cancer and testing new drug-based therapies.",H2020,150000
790423,REMATCH,Image-based analysis for drug discovery and repurposing,"Drug discovery and development has become a lengthy and resource-intensive process which is characterized by high attrition rates of candidate molecules. Candidate molecules are often identified in high-throughput screening experiments that capture only a small fraction of its biological activities and too many candidates fail in clinical development due to unwanted side-effects and lack of a therapeutic window. In addition, many approved drugs harbor unrecognized therapeutic efficacy in other indications that were not covered during development. Necessary deep characterization of candidate molecules during pre-clinical development demands further efficient and cost-effective methods and data rich assays. Providing a solution to compare phenotypic measurements to a reference database can facilitate the profiling of unwanted effects and the identification of drugs with potential for repurposing. High-content imaging provides a cost-effective solution to capture a broad range of biological responses, however, analysis of such data requires extensive expertise and data processing pipelines. This project has the following objectives: (i) to develop a cloud-based infrastructure for analyses of image-based drug screening (WP1), (ii) to perform a proof-of-concept screen to create a reference database and a showcase for commercialization (WP2), (iii) to conduct market analyses and development of a business plan for a spin-off company (WP3). The ERC Proof of Concept Grant will thus enable us, based on methods pioneered in our ERC Advanced Grant, to develop and perform a proof-of-concept as well as to develop an innovative knowledge base and cloud-IT product for drug development and repositioning.",H2020,149500
793749,MECH-LoC,Mechanically tuned Lung-on-a-Chip device to model pathology and drug screening for lung disease,"The aim of this project is to design a total lung-on-a-chip microfluidic device with a mechanically relevant air-liquid interface to create a cellular environment with more closely matched physiological and functional complexity than conventional lung models. Specifically, we will (i) integrate bronchiole and alveolar sac functional regions of the lung into one chip, and (ii) incorporate a relevant and tunable biomechanical profile into the gas-permeable membrane (mimic of air-liquid interface). This device will address the large and currently unmet need to model organ-level complexity of cells in vitro, in particular with regards to spatial and mechanical cues important for cell function, and provide a superior platform to model lung physiology, function and lung disease treatments. The project will be based on the state-of-the-art technical expertise of Elvesys in microfluidic chip design, fabrication and exquisite control of microfluidic parameters for advanced cell culture, and will fully integrate the Experienced Researcher’s (ER) strong expertise with elastic proteins, liquid interfaces, biomaterial design and mechanical testing to tune membrane stiffness and bioactivity by blending synthetic polymers and natural elastic proteins. Testing, validation and benchmarking of the product will be by perfusion using a set of candidate drugs chosen in consultation with clinician collaborators. This technology will offer clinicians a choice of lung model that is mechanically relevant to a patient’s lung profile (e.g. equivalent to physiological, stiffer or less stiff) for pre-screening of drug efficacy, dosing and toxicity. 
Through this opportunity the ER will be immersed in a richly entrepreneurial environment at Elvesys and exposed to marketing concepts, IP and patenting. Together, these experiences will provide the ER with the optimal training environment to become a leader in regenerative medicine.",H2020,173076
795209,PREMEDiCARE,PREcision MEDicine with induced pluripotent stem cells for Cardiac Arrhythmias Risk Evaluation,"Long QT Syndrome (LQTS) is a severe arrhythmogenic condition characterised by the prolongation of the QT interval on the electrocardiogram. It is caused by genetic factors (congenital) or drugs (acquired) and sudden cardiac death can be the first manifestations of the disease. 
Advancements in genetic screenings have revealed profound links between genotype and phenotype for LQTS, improving diagnosis, risk stratification and therapy; 
However, it is still poorly understood why patients with identical pathogenic mutations have different clinical phenotypes, which factors are involved in this unpredictable disease severity and how we can protect these subjects from drug treatments that are safe in the general population.
We do need improved and more physiological in vitro models to simulate arrhythmias in vitro, effective for drug testing, to identify, evaluate and study factors that shape the arrhythmogenic risk in vulnerable subjects.
Here I propose a precision medicine approach that uses human pluripotent stem cells-derived cardiomyocytes (hPSC-CMs) from LQTS families (rare resources that include male, female, symptomatic and asymptomatic patients) to: 
i) demonstrate that the hiPSC technology can reproduce in vitro the clinical disease severity observed in symptomatic vs asymptomatic LQTS mutation carriers; 
ii) create an in vitro interdisciplinary pharmacological approach with proarrhythmic drugs which combines matched electrophysiological, contractile, molecular and genetic assays; 
iii) identify and evaluate the factors affecting the arrhythmogenic risk in predisposed subjects.
This pipeline to assess arrhythmia susceptibility from patient-specific hiPSC-CMs can be applicable to other arrhythmogenic syndromes. The results of this project will contribute to reduce the use of animal models in preclinical research, to create safer, more effective drugs for humans and to promote the shift of new therapeutic approaches towards precision or personalised medicine.",H2020,168277.2
